student_id,exam_type,exam_date,Diagnosis: Cardiovascular,Diagnosis: Endocrine,Diagnosis: GI,Diagnosis: Neuro,Diagnosis: Renal,Foundation: Cardiovascular,Foundation: Endocrine,Foundation: GI,Foundation: Neuro,Foundation: Renal,Management: Endocrine,Management: GI,Management: Neuro,Management: Renal,Prevention: Cardiovascular,Prevention: Endocrine,Prevention: GI,Prevention: Neuro,Prevention: Renal,Management: Cardiovascular
S0103,Surgery,2025-01-10,80,100,100,50,100,100,50,50,100,25,50,100,50,66.7,50,100,100,100,0,75
S0104,CAS Proctored,2024-11-15,50,50,0,100,100,100,80,100,33.3,100,100,100,33.3,60,33.3,80,66.7,100,NA,71.4
S0104,CAS Proctored,2025-03-15,100,100,100,100,60,50,75,60,100,100,33.3,50,100,20,66.7,50,75,33.3,100,100
S0104,CBSE,2023-10-15,50,75,100,50,50,50,66.7,50,66.7,100,50,100,75,50,50,100,100,75,40,100
S0104,CBSE,2024-02-10,100,66.7,66.7,NA,50,25,50,80,66.7,NA,75,57.1,50,100,100,100,50,50,NA,100
S0104,CBSSA,2024-04-20,100,50,33.3,66.7,100,50,50,NA,71.4,100,80,0,33.3,83.3,100,75,100,50,100,100
S0104,CBSSA,2024-05-25,100,100,0,80,50,20,40,100,50,33.3,66.7,100,60,NA,57.1,50,0,66.7,100,NA
S0104,Family Medicine,2024-08-15,0,40,50,100,83.3,50,80,57.1,50,0,NA,60,33.3,NA,100,50,NA,100,33.3,42.9
S0104,Internal Medicine,2024-10-10,75,40,100,100,25,0,NA,NA,66.7,100,100,75,60,33.3,100,50,100,100,80,50
S0104,ObGyn,2025-03-20,100,NA,100,100,40,33.3,71.4,66.7,75,100,50,66.7,100,100,0,100,80,100,33.3,33.3
S0104,Surgery,2025-01-10,100,77.8,100,66.7,50,60,100,0,100,66.7,100,33.3,83.3,100,75,50,100,100,100,0
S0105,CAS Proctored,2024-11-15,66.7,66.7,50,100,100,50,50,57.1,80,66.7,100,50,NA,50,66.7,100,0,50,100,100
S0105,CAS Proctored,2025-03-15,66.7,NA,50,71.4,100,100,NA,NA,50,100,75,60,100,100,75,0,33.3,50,71.4,50
S0105,CBSE,2023-10-15,57.1,NA,60,NA,33.3,100,100,66.7,66.7,50,33.3,100,100,NA,66.7,87.5,33.3,100,66.7,66.7
S0105,CBSE,2024-02-10,100,100,40,100,50,100,80,75,100,100,40,50,50,75,100,33.3,0,66.7,50,100
S0105,CBSSA,2024-04-20,100,75,100,50,100,66.7,100,100,75,100,100,40,0,60,100,100,0,75,60,100
S0105,CBSSA,2024-05-25,50,50,100,50,71.4,75,100,100,50,100,100,NA,66.7,NA,100,50,66.7,50,0,50
S0105,Family Medicine,2024-08-15,100,50,100,80,33.3,0,33.3,0,100,75,100,50,100,100,100,60,66.7,75,66.7,80
S0105,Internal Medicine,2024-10-10,66.7,50,50,60,20,100,40,100,66.7,66.7,66.7,50,100,100,100,50,50,40,NA,100
S0105,ObGyn,2025-03-20,100,100,100,50,75,100,50,0,57.1,50,0,100,100,66.7,50,60,100,100,50,100
S0105,Surgery,2025-01-10,60,100,33.3,66.7,100,100,100,100,50,60,80,50,57.1,50,50,66.7,75,50,100,66.7
S0106,CAS Proctored,2024-11-15,0,100,40,100,50,33.3,25,60,0,100,75,0,100,100,80,100,0,100,33.3,100
S0106,CAS Proctored,2025-03-15,66.7,100,50,66.7,33.3,0,100,66.7,100,60,0,0,100,33.3,57.1,20,100,40,66.7,100
S0106,CBSE,2023-10-15,0,50,100,25,80,50,71.4,50,75,100,100,100,40,50,NA,25,66.7,100,66.7,100
S0106,CBSE,2024-02-10,80,66.7,60,66.7,100,50,50,50,100,100,100,75,83.3,100,100,100,33.3,100,100,50
S0106,CBSSA,2024-04-20,66.7,NA,50,83.3,50,80,0,50,100,100,100,50,33.3,75,100,100,66.7,100,50,60
S0106,CBSSA,2024-05-25,66.7,0,75,NA,60,100,100,100,0,100,75,75,100,50,75,75,100,25,50,33.3
S0106,Family Medicine,2024-08-15,100,25,66.7,75,60,100,66.7,100,NA,66.7,NA,100,33.3,100,100,50,50,83.3,100,50
S0106,Internal Medicine,2024-10-10,0,50,55.6,66.7,100,33.3,75,100,66.7,33.3,75,25,100,100,100,NA,75,50,33.3,50
S0106,ObGyn,2025-03-20,50,100,40,50,50,50,50,NA,75,0,50,16.7,100,75,100,0,100,100,75,80
S0106,Surgery,2025-01-10,66.7,NA,66.7,75,100,50,100,100,80,0,100,66.7,0,66.7,75,80,100,100,0,60
S0107,CAS Proctored,2024-11-15,100,66.7,100,0,50,0,33.3,66.7,75,66.7,33.3,75,100,0,0,33.3,100,62.5,50,75
S0107,CAS Proctored,2025-03-15,100,66.7,100,0,100,100,100,66.7,0,100,100,100,62.5,33.3,60,75,60,50,50,40
S0107,CBSE,2023-10-15,100,100,100,66.7,50,66.7,100,71.4,42.9,100,25,33.3,NA,0,100,75,75,0,33.3,0
S0107,CBSE,2024-02-10,66.7,75,25,50,100,100,50,100,66.7,66.7,40,71.4,100,100,NA,0,50,100,50,100
S0107,CBSSA,2024-04-20,33.3,75,50,80,83.3,33.3,75,100,100,50,NA,100,60,66.7,100,100,33.3,100,50,75
S0107,CBSSA,2024-05-25,100,100,100,100,40,50,100,40,50,50,50,100,100,66.7,75,33.3,100,66.7,80,50
S0107,Family Medicine,2024-08-15,50,50,75,60,66.7,75,0,50,100,66.7,33.3,50,0,40,NA,75,66.7,NA,66.7,25
S0107,Internal Medicine,2024-10-10,100,50,66.7,80,100,60,100,100,66.7,66.7,100,50,100,NA,83.3,100,100,50,100,100
S0107,ObGyn,2025-03-20,0,100,100,25,40,100,100,50,100,75,50,42.9,100,100,100,100,50,66.7,66.7,75
S0107,Surgery,2025-01-10,0,80,66.7,33.3,25,100,0,100,75,NA,33.3,100,62.5,75,100,100,33.3,33.3,100,100
S0108,CAS Proctored,2024-11-15,75,100,100,100,83.3,100,33.3,66.7,100,40,NA,66.7,83.3,50,NA,80,50,0,100,66.7
S0108,CAS Proctored,2025-03-15,80,50,50,0,100,0,50,40,0,100,100,100,83.3,0,0,33.3,75,33.3,0,25
S0108,CBSE,2023-10-15,66.7,33.3,0,100,33.3,100,75,40,100,33.3,60,50,100,0,100,100,100,66.7,66.7,25
S0108,CBSE,2024-02-10,42.9,100,0,85.7,50,60,100,75,100,75,100,75,100,66.7,100,NA,NA,100,33.3,0
S0108,CBSSA,2024-04-20,100,50,60,100,50,50,50,100,100,66.7,75,33.3,66.7,100,50,50,85.7,100,50,100
S0108,CBSSA,2024-05-25,100,50,NA,50,50,33.3,100,80,50,100,75,100,50,66.7,50,50,50,100,33.3,100
S0108,Family Medicine,2024-08-15,60,50,0,NA,100,83.3,33.3,75,100,100,66.7,75,50,100,0,100,0,100,66.7,50
S0108,Internal Medicine,2024-10-10,66.7,40,66.7,100,100,100,100,80,0,NA,100,33.3,66.7,100,33.3,71.4,100,50,50,83.3
S0108,ObGyn,2025-03-20,100,60,100,NA,40,50,50,100,42.9,16.7,50,33.3,0,50,66.7,50,100,50,33.3,75
S0108,Surgery,2025-01-10,100,66.7,100,NA,50,50,50,100,100,75,0,75,80,80,0,100,100,NA,50,100
S0109,CAS Proctored,2024-11-15,80,100,NA,33.3,50,33.3,100,50,60,100,66.7,75,100,100,60,75,66.7,100,50,100
S0109,CAS Proctored,2025-03-15,100,80,100,100,0,80,100,0,66.7,80,60,0,NA,60,100,NA,66.7,100,75,100
S0109,CBSE,2023-10-15,100,66.7,100,60,0,66.7,75,100,50,0,100,66.7,100,50,0,40,60,0,100,80
S0109,CBSE,2024-02-10,100,100,50,100,50,40,50,75,NA,71.4,100,50,50,33.3,0,100,100,100,50,33.3
S0109,CBSSA,2024-04-20,50,50,50,66.7,66.7,75,50,66.7,100,100,0,75,66.7,100,0,71.4,0,100,100,0
S0109,CBSSA,2024-05-25,50,66.7,100,66.7,50,60,80,100,50,NA,NA,100,100,80,NA,75,50,100,66.7,71.4
S0109,Family Medicine,2024-08-15,50,33.3,50,33.3,33.3,100,80,40,NA,83.3,50,66.7,75,100,100,50,0,66.7,50,100
S0109,Internal Medicine,2024-10-10,0,100,100,100,100,33.3,75,80,50,0,0,100,100,100,57.1,100,60,50,100,100
S0109,ObGyn,2025-03-20,40,66.7,80,100,100,75,33.3,33.3,50,80,75,66.7,33.3,100,100,33.3,100,NA,0,NA
S0109,Surgery,2025-01-10,28.6,71.4,100,100,80,50,66.7,100,57.1,100,33.3,0,50,50,100,100,100,100,0,75
S0110,CAS Proctored,2024-11-15,50,75,50,100,66.7,66.7,50,50,0,50,100,50,50,83.3,100,50,50,50,100,100
S0110,CAS Proctored,2025-03-15,100,100,NA,0,25,60,100,0,33.3,80,100,40,66.7,0,100,100,100,100,75,25
S0110,CBSE,2023-10-15,50,80,50,0,100,100,100,100,66.7,100,66.7,50,100,75,50,66.7,100,100,50,66.7
S0110,CBSE,2024-02-10,100,50,66.7,0,75,100,75,50,60,100,75,80,66.7,100,100,66.7,75,0,100,66.7
S0110,CBSSA,2024-04-20,80,66.7,40,100,0,0,40,75,0,50,100,100,75,100,66.7,0,100,50,20,100
S0110,CBSSA,2024-05-25,50,100,0,100,66.7,0,66.7,66.7,0,60,100,100,NA,50,100,75,0,100,33.3,66.7
S0110,Family Medicine,2024-08-15,80,0,50,100,50,100,83.3,33.3,100,100,100,NA,83.3,50,100,100,0,33.3,100,100
S0110,Internal Medicine,2024-10-10,75,20,66.7,75,100,0,100,NA,75,75,0,100,60,50,75,75,66.7,NA,100,50
S0110,ObGyn,2025-03-20,NA,75,80,100,0,71.4,0,33.3,75,37.5,66.7,33.3,0,NA,NA,0,0,83.3,0,75
S0110,Surgery,2025-01-10,100,100,50,60,50,50,100,NA,100,80,50,66.7,80,71.4,100,75,100,100,50,100
S0111,CAS Proctored,2024-11-15,100,80,80,100,0,40,33.3,100,100,100,NA,75,100,50,66.7,60,66.7,0,0,50
S0111,CAS Proctored,2025-03-15,100,50,0,33.3,100,100,100,50,66.7,66.7,75,100,50,50,100,75,80,50,28.6,75
S0111,CBSE,2023-10-15,60,100,40,100,NA,50,66.7,33.3,57.1,33.3,100,NA,100,100,83.3,0,100,83.3,50,NA
S0111,CBSE,2024-02-10,50,100,100,0,100,66.7,0,66.7,100,40,60,75,100,66.7,100,100,50,0,100,50
S0111,CBSSA,2024-04-20,50,100,83.3,100,33.3,50,50,100,100,66.7,100,50,NA,75,75,50,60,100,100,66.7
S0111,CBSSA,2024-05-25,100,100,50,66.7,50,100,50,50,75,100,42.9,75,60,100,50,66.7,50,66.7,33.3,100
S0111,Family Medicine,2024-08-15,100,100,33.3,100,75,50,100,33.3,25,33.3,75,50,75,50,66.7,85.7,75,66.7,100,100
S0111,Internal Medicine,2024-10-10,50,33.3,100,50,100,50,66.7,75,50,100,66.7,NA,100,66.7,33.3,66.7,75,75,60,50
S0111,ObGyn,2025-03-20,0,100,0,100,25,50,66.7,66.7,0,100,50,100,0,66.7,100,75,60,50,57.1,100
S0111,Surgery,2025-01-10,0,66.7,50,40,80,50,100,66.7,100,50,0,0,100,NA,50,25,33.3,100,100,66.7
S0112,CAS Proctored,2024-11-15,100,40,75,100,100,100,66.7,100,66.7,100,100,100,50,60,33.3,100,25,100,50,NA
S0112,CAS Proctored,2025-03-15,66.7,75,100,50,100,100,75,100,0,100,100,50,57.1,0,33.3,100,100,66.7,50,80
S0112,CBSE,2023-10-15,40,NA,100,50,100,100,75,60,80,50,100,100,0,50,66.7,33.3,NA,50,50,66.7
S0112,CBSE,2024-02-10,80,100,83.3,100,100,100,100,100,33.3,75,25,100,75,75,25,100,100,NA,60,60
S0112,CBSSA,2024-04-20,NA,100,83.3,100,100,0,NA,75,50,33.3,75,100,100,80,100,100,100,100,75,66.7
S0112,CBSSA,2024-05-25,33.3,50,33.3,50,100,75,100,0,40,66.7,100,33.3,100,100,80,50,50,0,33.3,75
S0112,Family Medicine,2024-08-15,50,0,100,100,50,75,100,50,100,NA,40,100,66.7,33.3,33.3,100,75,100,100,66.7
S0112,Internal Medicine,2024-10-10,66.7,100,50,50,100,33.3,0,66.7,33.3,75,NA,33.3,100,100,100,NA,80,37.5,33.3,100
S0112,ObGyn,2025-03-20,100,25,50,50,100,100,50,100,100,25,66.7,50,66.7,100,50,100,75,40,100,0
S0112,Surgery,2025-01-10,66.7,33.3,66.7,NA,66.7,50,33.3,100,33.3,33.3,50,100,100,66.7,50,50,33.3,50,0,100
S0113,CAS Proctored,2024-11-15,100,100,50,66.7,100,0,0,66.7,100,100,100,100,25,NA,0,50,NA,100,75,80
S0113,CAS Proctored,2025-03-15,100,50,33.3,50,50,0,50,100,50,66.7,100,0,NA,80,66.7,66.7,100,71.4,100,33.3
S0113,CBSE,2023-10-15,75,100,100,75,66.7,60,100,100,100,100,100,80,66.7,100,NA,50,100,25,66.7,50
S0113,CBSE,2024-02-10,100,33.3,100,100,33.3,100,100,66.7,75,62.5,NA,100,33.3,85.7,75,0,33.3,100,33.3,50
S0113,CBSSA,2024-04-20,100,100,NA,33.3,50,75,66.7,NA,100,57.1,0,33.3,60,NA,100,57.1,100,66.7,66.7,83.3
S0113,CBSSA,2024-05-25,NA,60,66.7,57.1,50,NA,100,33.3,57.1,33.3,55.6,0,0,100,66.7,66.7,100,100,100,0
S0113,Family Medicine,2024-08-15,50,0,100,NA,77.8,66.7,60,33.3,25,60,NA,100,33.3,60,100,50,100,NA,100,50
S0113,Internal Medicine,2024-10-10,33.3,100,100,50,50,100,100,0,80,50,100,66.7,100,66.7,100,100,NA,60,33.3,100
S0113,ObGyn,2025-03-20,100,NA,50,20,0,100,75,66.7,60,100,100,50,66.7,50,50,83.3,100,100,100,50
S0113,Surgery,2025-01-10,66.7,100,100,0,60,100,100,0,80,60,50,66.7,75,100,100,100,100,100,66.7,80
S0114,CAS Proctored,2024-11-15,100,50,100,50,50,0,100,100,0,100,NA,62.5,0,100,42.9,50,0,33.3,66.7,100
S0114,CAS Proctored,2025-03-15,100,100,100,100,50,33.3,60,100,75,100,71.4,100,50,100,40,33.3,0,0,50,NA
S0114,CBSE,2023-10-15,33.3,87.5,100,100,100,83.3,75,NA,0,0,0,75,100,66.7,0,50,50,100,NA,50
S0114,CBSE,2024-02-10,100,66.7,25,100,50,100,50,75,80,0,66.7,66.7,50,33.3,0,100,100,50,33.3,60
S0114,CBSSA,2024-04-20,100,66.7,NA,33.3,66.7,60,100,100,33.3,NA,50,25,66.7,50,66.7,100,NA,75,50,50
S0114,CBSSA,2024-05-25,50,100,0,85.7,66.7,100,66.7,0,80,NA,33.3,75,0,NA,100,66.7,66.7,66.7,100,57.1
S0114,Family Medicine,2024-08-15,100,80,100,NA,33.3,100,75,100,NA,66.7,50,40,66.7,75,50,0,50,100,80,80
S0114,Internal Medicine,2024-10-10,50,100,0,100,0,0,100,60,100,0,0,80,100,66.7,75,75,50,50,50,50
S0114,ObGyn,2025-03-20,100,50,100,50,50,50,66.7,0,50,50,33.3,33.3,50,40,100,0,66.7,0,50,60
S0114,Surgery,2025-01-10,100,50,100,83.3,100,100,50,80,NA,0,50,66.7,66.7,33.3,80,100,75,57.1,100,33.3
S0115,CAS Proctored,2024-11-15,50,100,33.3,66.7,66.7,100,80,100,100,50,100,100,33.3,100,50,75,80,50,50,50
S0115,CAS Proctored,2025-03-15,75,100,40,100,50,100,66.7,50,25,75,16.7,50,NA,40,50,60,100,100,100,0
S0115,CBSE,2023-10-15,66.7,0,0,60,66.7,66.7,66.7,83.3,NA,100,100,100,NA,100,0,50,54.5,50,75,50
S0115,CBSE,2024-02-10,66.7,50,100,50,100,75,66.7,50,100,33.3,100,33.3,80,33.3,50,50,50,0,66.7,50
S0115,CBSSA,2024-04-20,50,50,50,100,100,66.7,100,100,100,75,66.7,0,50,0,66.7,66.7,83.3,80,100,100
S0115,CBSSA,2024-05-25,66.7,40,0,33.3,50,33.3,50,50,0,100,0,100,100,75,100,100,50,50,0,57.1
S0115,Family Medicine,2024-08-15,100,100,0,66.7,50,100,85.7,66.7,100,100,100,100,100,100,NA,100,55.6,50,100,100
S0115,Internal Medicine,2024-10-10,100,100,0,100,60,66.7,100,75,50,57.1,80,50,50,75,75,100,NA,100,60,50
S0115,ObGyn,2025-03-20,0,100,40,75,50,75,66.7,100,100,NA,100,40,100,0,NA,50,33.3,50,66.7,50
S0115,Surgery,2025-01-10,40,66.7,100,100,100,50,66.7,100,50,NA,50,66.7,100,33.3,0,60,66.7,75,66.7,66.7
S0116,CAS Proctored,2024-11-15,100,50,0,100,100,100,33.3,66.7,71.4,50,75,100,100,100,100,25,100,50,33.3,0
S0116,CAS Proctored,2025-03-15,100,80,100,83.3,50,50,40,66.7,20,100,50,0,100,100,100,25,100,100,40,NA
S0116,CBSE,2023-10-15,100,100,100,33.3,100,100,66.7,100,50,50,66.7,100,100,83.3,100,0,100,60,33.3,80
S0116,CBSE,2024-02-10,75,0,50,100,75,57.1,100,100,50,100,100,66.7,66.7,66.7,NA,100,100,0,60,50
S0116,CBSSA,2024-04-20,100,50,0,33.3,66.7,100,75,0,100,NA,66.7,100,80,25,57.1,100,100,50,40,100
S0116,CBSSA,2024-05-25,0,100,100,75,42.9,66.7,50,66.7,25,0,50,25,50,100,50,100,66.7,66.7,100,NA
S0116,Family Medicine,2024-08-15,33.3,0,80,66.7,50,80,100,50,100,100,33.3,NA,100,100,83.3,50,20,60,66.7,40
S0116,Internal Medicine,2024-10-10,33.3,50,66.7,66.7,0,100,83.3,50,75,20,50,50,50,NA,66.7,0,75,75,50,100
S0116,ObGyn,2025-03-20,50,66.7,100,60,50,NA,60,0,100,100,60,50,100,50,75,50,100,50,66.7,50
S0116,Surgery,2025-01-10,42.9,0,0,66.7,100,100,25,100,100,100,25,33.3,100,100,NA,25,33.3,50,33.3,80
S0117,CAS Proctored,2024-11-15,50,66.7,100,100,60,0,50,100,0,100,66.7,0,60,100,33.3,50,100,75,100,0
S0117,CAS Proctored,2025-03-15,66.7,33.3,100,66.7,66.7,60,100,0,100,66.7,25,0,66.7,100,66.7,100,0,33.3,100,75
S0117,CBSE,2023-10-15,75,40,80,100,100,33.3,80,50,33.3,NA,33.3,NA,50,50,100,60,50,100,50,100
S0117,CBSE,2024-02-10,25,100,0,33.3,50,50,50,100,33.3,100,100,50,NA,50,50,100,33.3,33.3,50,0
S0117,CBSSA,2024-04-20,57.1,50,83.3,66.7,40,50,NA,100,0,60,66.7,66.7,50,60,0,100,100,60,50,0
S0117,CBSSA,2024-05-25,50,50,100,100,33.3,66.7,75,60,66.7,100,66.7,50,0,0,100,50,71.4,50,0,83.3
S0117,Family Medicine,2024-08-15,100,66.7,50,100,100,66.7,33.3,0,33.3,100,50,85.7,100,50,100,100,0,NA,50,100
S0117,Internal Medicine,2024-10-10,100,66.7,66.7,50,50,40,100,100,66.7,100,NA,80,100,60,80,50,100,NA,66.7,50
S0117,ObGyn,2025-03-20,50,NA,33.3,66.7,66.7,100,20,75,50,100,NA,80,75,100,71.4,66.7,100,0,66.7,25
S0117,Surgery,2025-01-10,0,50,NA,75,100,66.7,66.7,75,100,33.3,66.7,100,83.3,100,33.3,50,100,50,33.3,100
S0118,CAS Proctored,2024-11-15,100,60,50,100,85.7,66.7,66.7,0,100,100,40,100,66.7,75,100,33.3,100,0,NA,50
S0118,CAS Proctored,2025-03-15,50,20,100,66.7,33.3,100,100,100,50,87.5,50,50,50,33.3,NA,75,100,66.7,33.3,0
S0118,CBSE,2023-10-15,50,66.7,NA,50,100,100,100,100,50,50,100,66.7,66.7,66.7,75,83.3,66.7,66.7,100,40
S0118,CBSE,2024-02-10,50,40,50,100,66.7,100,0,100,57.1,100,75,100,100,50,50,0,25,25,60,50
S0118,CBSSA,2024-04-20,0,100,50,50,0,100,0,60,100,50,0,60,0,16.7,66.7,100,100,60,75,66.7
S0118,CBSSA,2024-05-25,0,100,NA,66.7,NA,66.7,80,0,100,75,33.3,75,16.7,100,NA,80,75,50,71.4,50
S0118,Family Medicine,2024-08-15,50,100,100,100,60,100,60,0,50,75,100,40,66.7,0,66.7,0,33.3,50,50,100
S0118,Internal Medicine,2024-10-10,83.3,33.3,0,66.7,100,100,100,100,100,100,50,66.7,66.7,50,50,100,100,100,50,50
S0118,ObGyn,2025-03-20,0,100,0,60,100,25,0,33.3,60,33.3,100,66.7,25,50,100,50,75,100,0,100
S0118,Surgery,2025-01-10,66.7,100,0,50,50,66.7,50,100,66.7,50,100,100,100,50,60,50,60,50,25,100
S0119,CAS Proctored,2024-11-15,0,50,100,0,60,50,50,100,25,33.3,60,50,100,0,100,100,50,100,33.3,40
S0119,CAS Proctored,2025-03-15,100,100,66.7,100,100,100,100,100,25,75,NA,100,75,85.7,33.3,0,NA,100,100,NA
S0119,CBSE,2023-10-15,33.3,50,66.7,42.9,50,100,100,100,75,100,75,33.3,100,100,0,75,66.7,100,33.3,100
S0119,CBSE,2024-02-10,100,50,100,50,40,66.7,100,50,100,66.7,100,25,66.7,100,NA,50,50,100,NA,83.3
S0119,CBSSA,2024-04-20,66.7,100,66.7,50,50,100,75,50,75,50,75,100,100,50,75,100,0,66.7,75,100
S0119,CBSSA,2024-05-25,66.7,50,100,33.3,100,66.7,25,0,100,100,100,50,100,75,60,66.7,0,100,100,100
S0119,Family Medicine,2024-08-15,50,100,100,100,0,50,50,50,100,NA,60,57.1,0,100,25,100,60,83.3,100,85.7
S0119,Internal Medicine,2024-10-10,50,100,62.5,0,100,100,66.7,66.7,100,0,85.7,75,75,100,80,NA,50,66.7,50,100
S0119,ObGyn,2025-03-20,80,50,33.3,0,100,80,80,33.3,50,83.3,NA,66.7,100,0,55.6,0,50,25,66.7,100
S0119,Surgery,2025-01-10,75,75,80,100,0,100,40,100,75,50,75,NA,100,NA,40,50,25,100,60,100
S0120,CAS Proctored,2024-11-15,75,NA,NA,100,75,66.7,66.7,100,75,40,66.7,NA,75,75,60,0,33.3,50,50,66.7
S0120,CAS Proctored,2025-03-15,50,60,40,40,100,0,40,33.3,33.3,100,100,66.7,60,NA,100,66.7,0,NA,50,33.3
S0120,CBSE,2023-10-15,66.7,20,0,80,50,0,50,0,33.3,50,50,NA,50,60,100,66.7,50,80,50,66.7
S0120,CBSE,2024-02-10,100,NA,50,66.7,83.3,25,100,100,66.7,33.3,100,66.7,50,100,66.7,0,50,40,33.3,50
S0120,CBSSA,2024-04-20,75,83.3,25,66.7,0,33.3,66.7,66.7,100,0,100,50,NA,NA,100,100,50,100,100,100
S0120,CBSSA,2024-05-25,50,100,57.1,0,66.7,0,50,50,0,66.7,66.7,100,0,50,100,66.7,100,66.7,100,50
S0120,Family Medicine,2024-08-15,100,66.7,75,75,40,50,0,100,66.7,0,100,100,NA,100,62.5,50,100,50,33.3,75
S0120,Internal Medicine,2024-10-10,100,100,75,50,100,60,0,50,100,0,75,71.4,0,66.7,100,66.7,NA,75,66.7,66.7
S0120,ObGyn,2025-03-20,50,100,0,75,100,0,0,66.7,NA,80,25,100,100,100,33.3,100,80,60,66.7,100
S0120,Surgery,2025-01-10,66.7,NA,60,0,75,0,66.7,100,83.3,66.7,60,50,25,NA,NA,100,100,50,57.1,50
S0121,CAS Proctored,2024-11-15,100,NA,100,100,0,14.3,75,0,100,100,66.7,0,50,60,100,25,66.7,60,33.3,50
S0121,CAS Proctored,2025-03-15,100,100,0,0,0,57.1,33.3,50,100,50,75,50,50,33.3,66.7,0,50,50,100,0
S0121,CBSE,2023-10-15,100,75,100,60,33.3,60,0,100,100,100,66.7,100,66.7,60,NA,50,40,60,NA,100
S0121,CBSE,2024-02-10,60,85.7,66.7,0,NA,100,100,100,100,100,100,NA,50,50,0,100,100,75,66.7,50
S0121,CBSSA,2024-04-20,85.7,60,75,40,66.7,100,100,66.7,100,33.3,100,0,100,100,100,33.3,100,66.7,100,0
S0121,CBSSA,2024-05-25,60,0,50,100,20,100,100,50,66.7,75,66.7,83.3,50,50,100,33.3,0,100,0,50
S0121,Family Medicine,2024-08-15,80,100,50,50,66.7,50,50,100,100,33.3,100,50,100,33.3,50,50,75,75,85.7,0
S0121,Internal Medicine,2024-10-10,33.3,100,NA,75,66.7,50,60,50,100,100,33.3,75,66.7,0,100,66.7,50,0,50,100
S0121,ObGyn,2025-03-20,50,100,50,100,60,0,100,100,50,100,50,100,100,100,60,66.7,0,66.7,80,25
S0121,Surgery,2025-01-10,100,66.7,100,50,NA,100,83.3,66.7,50,0,80,33.3,66.7,75,100,100,66.7,50,66.7,NA
S0122,CAS Proctored,2024-11-15,NA,75,50,71.4,66.7,50,50,75,100,0,NA,100,42.9,100,40,25,33.3,66.7,50,66.7
S0122,CAS Proctored,2025-03-15,80,NA,100,0,60,33.3,100,50,83.3,100,60,50,50,100,33.3,0,75,50,50,66.7
S0122,CBSE,2023-10-15,50,100,50,50,100,100,50,66.7,0,50,33.3,50,50,0,100,80,75,0,75,80
S0122,CBSE,2024-02-10,50,66.7,60,50,100,100,66.7,0,66.7,66.7,100,50,75,50,100,100,85.7,0,50,100
S0122,CBSSA,2024-04-20,42.9,0,16.7,66.7,100,100,100,50,0,33.3,33.3,50,100,50,75,33.3,66.7,66.7,100,0
S0122,CBSSA,2024-05-25,100,100,33.3,40,100,50,100,100,75,66.7,66.7,0,50,75,33.3,100,100,50,66.7,50
S0122,Family Medicine,2024-08-15,0,50,100,50,50,66.7,60,0,88.9,NA,50,50,100,100,75,100,66.7,33.3,66.7,100
S0122,Internal Medicine,2024-10-10,66.7,50,100,0,100,50,100,50,66.7,75,50,80,50,NA,40,80,66.7,75,NA,66.7
S0122,ObGyn,2025-03-20,66.7,66.7,80,50,NA,66.7,50,40,100,71.4,42.9,100,100,0,100,0,0,33.3,0,0
S0122,Surgery,2025-01-10,75,83.3,100,50,50,50,100,50,85.7,100,50,33.3,66.7,100,100,16.7,50,NA,100,NA
S0123,CAS Proctored,2024-11-15,0,50,0,50,75,50,50,60,100,66.7,66.7,33.3,80,75,100,50,66.7,100,0,50
S0123,CAS Proctored,2025-03-15,0,100,100,66.7,0,33.3,100,87.5,75,50,60,100,50,0,50,NA,75,66.7,100,100
S0123,CBSE,2023-10-15,0,100,66.7,75,66.7,75,100,50,100,100,100,80,75,50,100,100,50,100,66.7,NA
S0123,CBSE,2024-02-10,0,0,0,100,66.7,0,88.9,50,0,80,100,100,100,33.3,100,83.3,100,66.7,100,75
S0123,CBSSA,2024-04-20,66.7,75,100,0,100,100,33.3,100,100,100,33.3,100,33.3,87.5,0,50,100,25,50,100
S0123,CBSSA,2024-05-25,50,100,33.3,85.7,50,100,100,50,66.7,50,100,40,75,100,100,66.7,100,50,100,83.3
S0123,Family Medicine,2024-08-15,NA,100,75,100,83.3,100,0,50,33.3,100,66.7,75,50,100,80,33.3,100,50,100,40
S0123,Internal Medicine,2024-10-10,33.3,60,50,33.3,60,80,100,100,100,80,100,NA,66.7,100,75,NA,100,66.7,50,100
S0123,ObGyn,2025-03-20,100,100,0,100,50,100,100,0,100,100,50,100,100,80,33.3,0,80,60,50,100
S0123,Surgery,2025-01-10,0,50,100,33.3,33.3,100,85.7,66.7,33.3,100,50,80,50,50,50,66.7,0,100,66.7,50
S0124,CAS Proctored,2024-11-15,83.3,50,66.7,100,100,66.7,100,40,40,NA,83.3,100,75,75,66.7,0,0,50,50,50
S0124,CAS Proctored,2025-03-15,0,100,66.7,66.7,0,66.7,0,50,100,0,0,100,0,0,33.3,33.3,75,66.7,75,66.7
S0124,CBSE,2023-10-15,100,66.7,100,66.7,100,75,50,100,100,50,66.7,60,0,33.3,100,40,66.7,100,0,0
S0124,CBSE,2024-02-10,100,50,100,50,0,100,75,NA,50,75,66.7,100,50,0,60,50,50,100,25,33.3
S0124,CBSSA,2024-04-20,83.3,100,33.3,60,33.3,0,NA,40,100,75,50,100,100,40,100,75,100,75,60,100
